                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.100/  ct = 0.010/  initial temp = 1.00E+02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    Temp        N/H          P          D/H         T/H        He3/H        He4        Li6/H       Li7/H       Be7/H      Li8/H&up
 6.759E+00   2.244E+00   1.756E+04   2.892E+04   4.304E+04   1.692E-02   1.059E-09   2.250E-02   1.627E-09   2.237E-01
 6.412E+00   2.502E+00   1.423E+04   2.326E+04   3.460E+04   1.436E-02   1.072E-09   2.973E-02   1.618E-09   2.007E-01
 5.964E+00   2.906E+00   1.065E+04   1.722E+04   2.561E+04   1.146E-02   1.090E-09   5.283E-02   1.604E-09   1.729E-01
 5.406E+00   3.565E+00   7.190E+03   1.142E+04   1.698E+04   8.422E-03   1.117E-09   7.288E-02   1.583E-09   1.411E-01
 4.897E+00   4.387E+00   4.840E+03   7.518E+03   1.119E+04   6.158E-03   1.147E-09   9.041E-02   1.557E-09   1.147E-01
 4.472E+00   5.317E+00   3.365E+03   5.099E+03   7.595E+03   4.607E-03   1.179E-09   9.694E-02   1.530E-09   9.475E-02
 4.126E+00   6.312E+00   2.439E+03   3.601E+03   5.374E+03   3.554E-03   1.212E-09   1.022E-01   1.502E-09   7.988E-02
 3.840E+00   7.366E+00   1.831E+03   2.630E+03   3.935E+03   2.813E-03   1.245E-09   1.080E-01   1.475E-09   6.851E-02
 3.600E+00   8.477E+00   1.413E+03   1.974E+03   2.963E+03   2.274E-03   1.280E-09   1.137E-01   1.447E-09   5.958E-02
 3.394E+00   9.645E+00   1.116E+03   1.515E+03   2.283E+03   1.870E-03   1.316E-09   1.193E-01   1.421E-09   5.241E-02
 3.215E+00   1.087E+01   8.990E+02   1.184E+03   1.793E+03   1.560E-03   1.353E-09   1.248E-01   1.394E-09   4.655E-02
 3.058E+00   1.215E+01   7.358E+02   9.405E+02   1.431E+03   1.318E-03   1.391E-09   1.304E-01   1.368E-09   4.168E-02
 2.919E+00   1.348E+01   6.108E+02   7.570E+02   1.159E+03   1.125E-03   1.431E-09   1.358E-01   1.343E-09   3.759E-02
 2.794E+00   1.487E+01   5.133E+02   6.165E+02   9.502E+02   9.690E-04   1.472E-09   1.413E-01   1.318E-09   3.410E-02
 2.683E+00   1.631E+01   4.360E+02   5.072E+02   7.875E+02   8.417E-04   1.515E-09   1.469E-01   1.294E-09   3.110E-02
 2.581E+00   1.781E+01   3.736E+02   4.207E+02   6.585E+02   7.360E-04   1.560E-09   1.532E-01   1.271E-09   2.850E-02
 2.487E+00   1.939E+01   3.223E+02   3.511E+02   5.543E+02   6.468E-04   1.607E-09   1.618E-01   1.248E-09   2.620E-02
 2.399E+00   2.108E+01   2.788E+02   2.934E+02   4.677E+02   5.694E-04   1.658E-09   1.765E-01   1.224E-09   2.411E-02
 2.311E+00   2.300E+01   2.401E+02   2.430E+02   3.919E+02   4.987E-04   1.717E-09   2.056E-01   1.200E-09   2.212E-02
 2.218E+00   2.530E+01   2.039E+02   1.974E+02   3.228E+02   4.312E-04   1.787E-09   2.566E-01   1.172E-09   2.012E-02
 2.110E+00   2.845E+01   1.670E+02   1.522E+02   2.541E+02   3.603E-04   1.886E-09   3.797E-01   1.138E-09   1.790E-02
 1.968E+00   3.359E+01   1.262E+02   1.049E+02   1.811E+02   2.796E-04   2.051E-09   6.498E-01   1.090E-09   1.518E-02
 1.815E+00   4.072E+01   9.142E+01   6.732E+01   1.223E+02   2.082E-04   2.291E-09   2.977E-01   1.033E-09   1.253E-02
 1.721E+00   4.627E+01   7.391E+01   4.978E+01   9.419E+01   1.712E-04   2.489E-09   5.693E-01   9.965E-10   1.104E-02
 1.638E+00   5.216E+01   6.060E+01   3.728E+01   7.375E+01   1.425E-04   2.709E-09   6.023E-01   9.625E-10   9.795E-03
 1.564E+00   5.832E+01   5.039E+01   2.830E+01   5.871E+01   1.201E-04   2.953E-09   6.225E-01   9.317E-10   8.764E-03
 1.498E+00   6.469E+01   4.244E+01   2.177E+01   4.749E+01   1.024E-04   3.221E-09   6.462E-01   9.038E-10   7.902E-03
 1.440E+00   7.125E+01   3.617E+01   1.696E+01   3.898E+01   8.833E-05   3.516E-09   6.627E-01   8.787E-10   7.176E-03
 1.387E+00   7.795E+01   3.116E+01   1.336E+01   3.243E+01   7.695E-05   3.838E-09   6.768E-01   8.561E-10   6.559E-03
 1.339E+00   8.479E+01   2.709E+01   1.064E+01   2.731E+01   6.764E-05   4.189E-09   6.894E-01   8.357E-10   6.030E-03
 1.296E+00   9.175E+01   2.375E+01   8.545E+00   2.324E+01   5.993E-05   4.574E-09   7.015E-01   8.173E-10   5.572E-03
 1.256E+00   9.884E+01   2.097E+01   6.916E+00   1.996E+01   5.347E-05   4.995E-09   7.143E-01   8.006E-10   5.172E-03
 1.222E+00   1.056E+02   1.875E+01   5.699E+00   1.742E+01   4.828E-05   5.430E-09   6.968E-01   7.863E-10   4.838E-03
 1.188E+00   1.128E+02   1.678E+01   4.689E+00   1.524E+01   4.366E-05   5.922E-09   7.253E-01   7.727E-10   4.530E-03
 1.157E+00   1.201E+02   1.508E+01   3.875E+00   1.340E+01   3.966E-05   6.464E-09   7.376E-01   7.603E-10   4.253E-03
 1.127E+00   1.276E+02   1.360E+01   3.210E+00   1.184E+01   3.615E-05   7.064E-09   7.610E-01   7.488E-10   4.002E-03
 1.099E+00   1.354E+02   1.228E+01   2.660E+00   1.049E+01   3.301E-05   7.740E-09   7.933E-01   7.381E-10   3.771E-03
 1.072E+00   1.435E+02   1.111E+01   2.201E+00   9.318E+00   3.020E-05   8.506E-09   8.251E-01   7.281E-10   3.557E-03
 1.046E+00   1.518E+02   1.007E+01   1.823E+00   8.303E+00   2.769E-05   9.363E-09   8.381E-01   7.189E-10   3.360E-03
 1.022E+00   1.602E+02   9.169E+00   1.520E+00   7.445E+00   2.552E-05   1.030E-08   8.257E-01   7.106E-10   3.184E-03
 9.996E-01   1.683E+02   8.404E+00   1.280E+00   6.731E+00   2.366E-05   1.129E-08   7.998E-01   7.033E-10   3.029E-03
 9.796E-01   1.761E+02   7.752E+00   1.089E+00   6.133E+00   2.207E-05   1.233E-08   7.742E-01   6.969E-10   2.893E-03
 9.614E-01   1.837E+02   7.191E+00   9.349E-01   5.629E+00   2.069E-05   1.341E-08   7.395E-01   6.913E-10   2.773E-03
 9.452E-01   1.908E+02   6.719E+00   8.132E-01   5.211E+00   1.953E-05   1.451E-08   7.050E-01   6.865E-10   2.669E-03
 9.302E-01   1.977E+02   6.303E+00   7.119E-01   4.847E+00   1.850E-05   1.565E-08   6.822E-01   6.822E-10   2.575E-03
 9.162E-01   2.045E+02   5.932E+00   6.266E-01   4.527E+00   1.757E-05   1.685E-08   6.718E-01   6.783E-10   2.489E-03
 9.028E-01   2.112E+02   5.593E+00   5.529E-01   4.238E+00   1.672E-05   1.812E-08   6.771E-01   6.747E-10   2.409E-03
 8.899E-01   2.180E+02   5.278E+00   4.883E-01   3.973E+00   1.593E-05   1.950E-08   6.797E-01   6.713E-10   2.333E-03
 8.775E-01   2.248E+02   4.991E+00   4.325E-01   3.733E+00   1.521E-05   2.097E-08   7.136E-01   6.682E-10   2.263E-03
 8.642E-01   2.324E+02   4.694E+00   3.780E-01   3.489E+00   1.445E-05   2.274E-08   8.124E-01   6.649E-10   2.188E-03
 8.495E-01   2.412E+02   4.383E+00   3.246E-01   3.235E+00   1.366E-05   2.495E-08   9.492E-01   6.615E-10   2.107E-03
 8.323E-01   2.520E+02   4.040E+00   2.702E-01   2.959E+00   1.277E-05   2.793E-08   1.195E+00   6.577E-10   2.016E-03
 8.133E-01   2.648E+02   3.684E+00   2.188E-01   2.677E+00   1.185E-05   3.184E-08   1.329E+00   6.537E-10   1.918E-03
 7.944E-01   2.784E+02   3.353E+00   1.757E-01   2.418E+00   1.098E-05   3.656E-08   1.371E+00   6.501E-10   1.823E-03
 7.767E-01   2.919E+02   3.064E+00   1.419E-01   2.195E+00   1.021E-05   4.190E-08   1.344E+00   6.469E-10   1.738E-03
 7.606E-01   3.051E+02   2.817E+00   1.159E-01   2.007E+00   9.546E-06   4.775E-08   1.299E+00   6.442E-10   1.662E-03
 7.457E-01   3.180E+02   2.603E+00   9.556E-02   1.845E+00   8.964E-06   5.419E-08   1.289E+00   6.419E-10   1.594E-03
 7.313E-01   3.312E+02   2.407E+00   7.872E-02   1.699E+00   8.426E-06   6.160E-08   1.359E+00   6.398E-10   1.530E-03
 7.163E-01   3.458E+02   2.216E+00   6.388E-02   1.557E+00   7.894E-06   7.083E-08   1.557E+00   6.377E-10   1.465E-03
 6.992E-01   3.634E+02   2.012E+00   4.986E-02   1.408E+00   7.318E-06   8.374E-08   1.988E+00   6.356E-10   1.393E-03
 6.788E-01   3.863E+02   1.787E+00   3.654E-02   1.245E+00   6.671E-06   1.036E-07   2.571E+00   6.334E-10   1.310E-03
 6.532E-01   4.178E+02   1.532E+00   2.416E-02   1.062E+00   5.923E-06   1.381E-07   3.770E+00   6.310E-10   1.210E-03
 6.171E-01   4.688E+02   1.221E+00   1.280E-02   8.413E-01   4.974E-06   2.169E-07   6.544E+00   6.283E-10   1.077E-03
 5.649E-01   5.601E+02   8.575E-01   4.485E-03   5.875E-01   3.799E-06   4.659E-07   1.103E+01   6.256E-10   9.002E-04
 5.117E-01   6.829E+02   5.771E-01   1.259E-03   3.940E-01   2.816E-06   1.211E-06   1.338E+01   6.240E-10   7.373E-04
 4.634E-01   8.321E+02   3.883E-01   3.162E-04   2.648E-01   2.090E-06   3.527E-06   1.626E+01   6.233E-10   6.044E-04
 4.198E-01   1.014E+03   2.613E-01   7.023E-05   1.781E-01   1.552E-06   1.163E-05   1.980E+01   6.231E-10   4.957E-04
 3.808E-01   1.230E+03   1.771E-01   1.402E-05   1.206E-01   1.159E-06   4.291E-05   2.280E+01   6.230E-10   4.080E-04
 3.475E-01   1.477E+03   1.227E-01   2.688E-06   8.360E-02   8.802E-07   1.678E-04   2.666E+01   6.229E-10   3.396E-04
 3.162E-01   1.783E+03   8.417E-02   4.245E-07   5.734E-02   6.634E-07   7.899E-04   3.442E+01   6.229E-10   2.813E-04
 2.864E-01   2.172E+03   5.665E-02   5.114E-08   3.859E-02   4.930E-07   4.792E-03   4.249E+01   6.229E-10   2.307E-04
 2.594E-01   2.646E+03   3.813E-02   5.037E-09   2.597E-02   3.663E-07   3.549E-02   5.179E+01   6.229E-10   1.893E-04
 2.350E-01   3.225E+03   2.566E-02   4.173E-10   1.748E-02   2.722E-07   3.220E-01   6.313E+01   6.229E-10   1.553E-04
 2.128E-01   3.930E+03   1.727E-02   9.812E-11   1.176E-02   2.022E-07   2.068E+00   7.696E+01   6.229E-10   1.274E-04
 1.928E-01   4.789E+03   1.162E-02   7.023E-11   7.917E-03   1.503E-07   4.809E+00   9.381E+01   6.229E-10   1.045E-04
 1.746E-01   5.837E+03   7.821E-03   5.193E-11   5.328E-03   1.117E-07   7.868E+00   1.143E+02   6.229E-10   8.574E-05
 1.581E-01   7.113E+03   5.266E-03   3.844E-11   3.587E-03   8.299E-08   1.126E+01   1.380E+02   6.229E-10   7.035E-05
 1.445E-01   8.514E+03   3.674E-03   2.924E-11   2.503E-03   6.336E-08   1.466E+01   1.420E+02   6.229E-10   5.876E-05
 1.336E-01   9.958E+03   2.685E-03   0.000E+00   1.829E-03   5.008E-08   1.709E+01   1.465E+02   6.229E-10   5.024E-05
 1.246E-01   1.145E+04   2.029E-03   0.000E+00   1.383E-03   4.060E-08   1.709E+01   1.523E+02   6.229E-10   4.367E-05
 1.169E-01   1.302E+04   1.569E-03   0.000E+00   1.069E-03   3.348E-08   1.709E+01   1.618E+02   6.229E-10   3.841E-05
 1.098E-01   1.475E+04   1.224E-03   0.000E+00   8.339E-04   2.778E-08   1.709E+01   1.844E+02   6.229E-10   3.392E-05
 1.024E-01   1.695E+04   9.261E-04   0.000E+00   6.309E-04   2.254E-08   1.709E+01   2.673E+02   6.229E-10   2.950E-05
 9.510E-02   1.966E+04   6.886E-04   0.000E+00   4.691E-04   1.805E-08   1.709E+01   2.737E+02   6.229E-10   2.544E-05
 8.902E-02   2.244E+04   5.287E-04   0.000E+00   3.601E-04   1.480E-08   1.709E+01   2.810E+02   6.229E-10   2.229E-05
 8.385E-02   2.529E+04   4.162E-04   0.000E+00   2.835E-04   1.237E-08   1.709E+01   2.886E+02   6.229E-10   1.978E-05
 7.938E-02   2.822E+04   3.342E-04   0.000E+00   2.277E-04   1.049E-08   1.709E+01   2.968E+02   6.229E-10   1.772E-05
 7.545E-02   3.123E+04   2.728E-04   0.000E+00   1.858E-04   9.011E-09   1.709E+01   3.055E+02   6.229E-10   1.601E-05
 7.196E-02   3.434E+04   2.257E-04   0.000E+00   1.537E-04   7.817E-09   1.709E+01   3.147E+02   6.229E-10   1.456E-05
 6.882E-02   3.754E+04   1.888E-04   0.000E+00   1.286E-04   6.839E-09   1.709E+01   3.245E+02   6.229E-10   1.332E-05
 6.598E-02   4.084E+04   1.595E-04   0.000E+00   1.087E-04   6.026E-09   1.709E+01   3.350E+02   6.229E-10   1.224E-05
 6.326E-02   4.442E+04   1.348E-04   0.000E+00   9.185E-05   5.312E-09   1.709E+01   5.175E+02   6.229E-10   1.126E-05
 5.737E-02   5.402E+04   9.119E-05   0.000E+00   6.212E-05   3.962E-09   1.709E+01   1.059E+03   6.229E-10   9.258E-06
 5.196E-02   6.584E+04   6.137E-05   0.000E+00   4.181E-05   2.944E-09   1.709E+01   1.291E+03   6.229E-10   7.595E-06
 4.706E-02   8.026E+04   4.130E-05   0.000E+00   2.814E-05   2.187E-09   1.709E+01   1.574E+03   6.229E-10   6.230E-06
 4.263E-02   9.784E+04   2.780E-05   0.000E+00   1.894E-05   1.625E-09   1.709E+01   1.918E+03   6.229E-10   5.111E-06
 3.861E-02   1.193E+05   1.871E-05   0.000E+00   1.274E-05   1.208E-09   1.709E+01   2.338E+03   6.229E-10   4.193E-06
 3.497E-02   1.454E+05   1.259E-05   0.000E+00   8.576E-06   8.973E-10   1.709E+01   2.850E+03   6.229E-10   3.440E-06
 3.167E-02   1.772E+05   8.473E-06   0.000E+00   5.772E-06   6.667E-10   1.709E+01   3.474E+03   6.229E-10   2.822E-06
 2.869E-02   2.160E+05   5.702E-06   0.000E+00   3.884E-06   4.954E-10   1.709E+01   4.235E+03   6.229E-10   2.315E-06
 2.598E-02   2.633E+05   3.837E-06   0.000E+00   2.614E-06   3.681E-10   1.709E+01   5.162E+03   6.229E-10   1.899E-06
 2.353E-02   3.210E+05   2.583E-06   0.000E+00   1.759E-06   2.735E-10   1.709E+01   6.293E+03   6.229E-10   1.558E-06
 2.132E-02   3.912E+05   1.738E-06   0.000E+00   1.184E-06   2.032E-10   1.709E+01   7.670E+03   6.229E-10   1.278E-06
 1.931E-02   4.769E+05   1.170E-06   0.000E+00   7.968E-07   1.510E-10   1.709E+01   9.350E+03   6.229E-10   1.049E-06
 1.749E-02   5.813E+05   7.872E-07   0.000E+00   5.363E-07   1.122E-10   1.709E+01   1.140E+04   6.229E-10   8.602E-07
 1.584E-02   7.086E+05   5.298E-07   0.000E+00   3.609E-07   8.337E-11   1.709E+01   1.389E+04   6.229E-10   7.057E-07
 1.435E-02   8.638E+05   3.565E-07   0.000E+00   2.429E-07   6.195E-11   1.709E+01   1.694E+04   6.229E-10   5.789E-07
 1.299E-02   1.053E+06   2.400E-07   0.000E+00   1.635E-07   4.603E-11   1.709E+01   2.064E+04   6.229E-10   4.749E-07
 1.177E-02   1.283E+06   1.615E-07   0.000E+00   1.100E-07   3.420E-11   1.709E+01   2.516E+04   6.229E-10   3.896E-07
 1.066E-02   1.565E+06   1.087E-07   0.000E+00   7.404E-08   2.541E-11   1.709E+01   3.067E+04   6.229E-10   3.196E-07
 9.946E-03   1.797E+06   8.237E-08   0.000E+00   5.611E-08   2.064E-11   1.709E+01   3.523E+04   6.229E-10   2.783E-07




